tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
400,airtravelcenter,AA-1522-SFO-ORD,,12:11 a.m.,,5:52 a.m.
401,airtravelcenter,UA-233-LAX-JFK,,4:28 p.m.,,12/2/11 12:01 a.m.
402,airtravelcenter,AA-3823-LAX-DEN,,9:06 p.m.,,11:49 p.m.
403,airtravelcenter,AA-2312-DFW-DTW,,8:29 p.m.,,11:35 p.m.
404,airtravelcenter,AA-1165-JFK-MIA,,7:23 a.m.,,9:45 a.m.
405,airtravelcenter,AA-431-MIA-SFO,,8:52 a.m.,,11:33 a.m.
407,airtravelcenter,AA-649-ORD-SNA,,1:41 p.m.,,3:29 p.m.
409,airtravelcenter,UA-6273-YYC-SFO,,7:41 a.m.,,8:33 a.m.
411,airtravelcenter,CO-4888-IAH-DAL,,5:38 p.m.,,6:19 p.m.
412,airtravelcenter,UA-858-PVG-SFO,,1:50 p.m. (+8:00),,7:50 a.m.
413,airtravelcenter,UA-2704-DTW-PHX,,11:47 a.m.,,1:52 p.m.
414,airtravelcenter,AA-3063-SLC-LAX,,8:40 p.m.,,9:12 p.m.
415,airtravelcenter,UA-2708-EWR-CLT,,3:04 p.m.,,4:22 p.m.
419,airtravelcenter,AA-1917-JFK-MCO,,3:28 p.m.,,5:39 p.m.
421,airtravelcenter,AA-4277-CVG-JFK,,12:11 p.m.,,1:42 p.m.
424,airtravelcenter,AA-789-ORD-DEN,,1:20 p.m.,,2:49 p.m.
425,airtravelcenter,AA-415-BOS-ORD,,8:55 a.m.,,10:12 a.m.
426,airtravelcenter,AA-85-JFK-SFO,,3:38 p.m.,,6:30 p.m.
432,airtravelcenter,AA-4198-ORD-CLE,,10:55 a.m.,,12:37 p.m.
433,airtravelcenter,AA-404-MIA-MCO,,6:58 a.m.,,7:37 a.m.
435,airtravelcenter,AA-3809-PHX-LAX,,6:11 a.m.,,6:15 a.m.
436,airtravelcenter,AA-59-JFK-SFO,,7:40 a.m.,,10:52 a.m.
437,airtravelcenter,AA-222-LAX-BOS,,7:32 a.m.,,3:12 p.m.
452,flightview,CO-52-IAH-LAX,,7:56 a.m.,,9:09 a.m.
461,flightview,UA-2314-ATL-PHL,,3:04 p.m.,,5:00 p.m.
472,flightview,AA-4344-ORD-DTW,,12:14 p.m.,,2:01 p.m.
476,flightview,CO-47-IAH-LAX,,8:36 p.m.,,9:38 p.m.
488,flightview,AA-1007-MIA-PHX,,5:09 p.m.,,7:53 p.m.
493,flightview,UA-2515-DFW-CLT,,7:31 a.m.,,10:45 a.m.
511,flightview,UA-2704-DTW-PHX,,11:47 a.m.,,2:02 p.m.
512,flightview,AA-3063-SLC-LAX,,8:40 p.m.,,9:11 p.m.
513,flightview,UA-2708-EWR-CLT,,3:04 p.m.,,4:24 p.m.
515,flightview,UA-1500-IAH-GUA,,9:43 a.m.,,12:12 p.m.
644,panynj,CO-52-IAH-LAX,,7:56 a.m.,,9:09 a.m.
653,panynj,UA-2314-ATL-PHL,,3:04 p.m.,,5:00 p.m.
664,panynj,AA-4344-ORD-DTW,,12:14 p.m.,,2:01 p.m.
668,panynj,CO-47-IAH-LAX,,8:36 p.m.,,9:38 p.m.
680,panynj,AA-1007-MIA-PHX,,5:09 p.m.,,7:53 p.m.
685,panynj,UA-2515-DFW-CLT,,7:31 a.m.,,10:45 a.m.
703,panynj,UA-2704-DTW-PHX,,11:47 a.m.,,2:02 p.m.
704,panynj,AA-3063-SLC-LAX,,8:40 p.m.,,9:11 p.m.
705,panynj,UA-2708-EWR-CLT,,3:04 p.m.,,4:24 p.m.
707,panynj,UA-1500-IAH-GUA,,9:43 a.m.,,12:12 p.m.
731,flightexplorer,AA-1733-ORD-PHX,,7:59 p.m.,,10:28 p.m.
732,flightexplorer,CO-1586-IAH-MCO,,7:41 p.m.,,10:22 p.m.
733,flightexplorer,UA-397-JFK-SFO,,8:47 a.m.,,11:30 a.m.
734,flightexplorer,UA-3925-IAD-ORF,,9:01 a.m.,,9:39 a.m.
736,flightexplorer,AA-1544-SAN-ORD,,11:41 a.m.,,4:54 p.m.
737,flightexplorer,UA-5487-SFO-MRY,,10:53 a.m.,,11:16 a.m.
739,flightexplorer,UA-414-LAX-SFO,,6:09 a.m.,,7:04 a.m.
740,flightexplorer,CO-1614-LAX-IAH,,12:57 a.m.,,5:25 a.m.
743,flightexplorer,AA-484-DFW-MIA,,4:30 p.m.,,7:37 p.m.
744,flightexplorer,AA-616-DFW-DTW,,10:11 a.m.,,1:19 p.m.
745,flightexplorer,AA-446-DFW-PHL,,12:13 p.m.,,4:08 p.m.
746,flightexplorer,CO-1023-IAH-DEN,,12:05 p.m.,,1:06 p.m.
747,flightexplorer,AA-466-IAH-MIA,,6:09 a.m.,,8:50 a.m.
748,flightexplorer,AA-2957-DFW-CVG,,8:05 a.m.,,10:58 a.m.
749,flightexplorer,AA-1664-MIA-ATL,,10:19 a.m.,,11:50 a.m.
752,flightexplorer,UA-382-IAD-LAX,,12:55 p.m.,,3:07 p.m.
753,flightexplorer,AA-4344-ORD-DTW,,12:14 p.m.,,1:55 p.m.
754,flightexplorer,UA-257-JFK-SFO,,2:41 p.m.,,5:22 p.m.
756,flightexplorer,AA-2050-ORD-MIA,,11:06 a.m.,,2:39 p.m.
757,flightexplorer,UA-248-PHX-ORD,1:09 p.m.,,4:52 p.m.,
759,flightexplorer,AA-1434-DFW-MCO,,7:22 a.m.,,10:34 a.m.
760,flightexplorer,AA-4307-ORD-DTW,,6:56 p.m.,,8:38 p.m.
761,flightexplorer,AA-3-JFK-LAX,,12:12 p.m.,,3:04 p.m.
762,flightexplorer,CO-1193-EWR-MCO,,9:56 a.m.,,12:02 p.m.
763,flightexplorer,AA-3842-MSP-ORD,,6:57 a.m.,,7:49 a.m.
764,flightexplorer,AA-643-MIA-ORD,,7:31 a.m.,,9:26 a.m.
765,flightexplorer,AA-1007-MIA-PHX,,5:09 p.m.,,7:43 p.m.
766,flightexplorer,AA-2525-DFW-MIA,,7:40 a.m.,,10:43 a.m.
767,flightexplorer,UA-938-DEN-ORD,,4:35 p.m.,,7:23 p.m.
770,flightexplorer,UA-664-ORD-PHL,,1:46 p.m.,,4:20 p.m.
771,flightexplorer,UA-37-EWR-MCO,,1:59 p.m.,,4:05 p.m.
775,flightexplorer,AA-1165-JFK-MIA,,7:23 a.m.,,9:45 a.m.
776,flightexplorer,AA-431-MIA-SFO,,8:52 a.m.,,11:33 a.m.
779,flightexplorer,UA-828-SFO-ORD,,11/30/2011 11:34 p.m.,,5:24 a.m.
781,flightexplorer,CO-1561-PHX-IAH,,8:17 a.m.,,11:27 a.m.
783,flightexplorer,AA-2268-PHX-ORD,,7:23 a.m.,,11:04 a.m.
785,flightexplorer,UA-6273-YYC-SFO,,7:41 a.m.,,8:33 a.m.
786,flightexplorer,AA-4277-CVG-JFK,,12:11 p.m.,,1:42 p.m.
787,flightexplorer,AA-789-ORD-DEN,,1:20 p.m.,,2:49 p.m.
788,flightexplorer,AA-222-LAX-BOS,,7:32 a.m.,,3:12 p.m.
789,flightexplorer,AA-4198-ORD-CLE,,10:55 a.m.,,12:37 p.m.
790,flightexplorer,AA-404-MIA-MCO,,6:58 a.m.,,7:37 a.m.
791,flightexplorer,AA-3809-PHX-LAX,,6:11 a.m.,,6:13 a.m.
792,flightexplorer,AA-59-JFK-SFO,,7:40 a.m.,,10:52 a.m.
793,mia,AA-2050-ORD-MIA,,,2:45P 12-01-11,2:46P
794,mia,AA-1165-JFK-MIA,,,10:34A 12-01-11,10:08A
795,mia,AA-484-DFW-MIA,,,7:55P 12-01-11,7:39P
796,mia,AA-466-IAH-MIA,,,9:20A 12-01-11,9:04A
797,mia,AA-2525-DFW-MIA,,,11:10A 12-01-11,11:06A
798,iad,UA-382-IAD-LAX,12:30,12:30,,
804,mco,CO-1586-IAH-MCO,,,Thu  22:15,Thu  22:25
805,mco,AA-1917-JFK-MCO,,,Thu  17:55,Thu  17:40
806,mco,AA-1640-MIA-MCO,,,Thu  19:25,Thu  19:33
807,mco,AA-404-MIA-MCO,,,Thu  7:45,Thu  7:31
808,mco,AA-204-LAX-MCO,,,Thu  6:55,Thu  6:50
809,mco,AA-1221-MCO-ORD,Thu  20:00,,,
810,mco,AA-1434-DFW-MCO,,,Thu  10:35,Thu  10:28
811,mco,CO-1193-EWR-MCO,,,Thu  12:18,
915,flightarrival,AA-4344-ORD-DTW,,12:14 p.m.,,2:01 p.m.
918,flightarrival,CO-52-IAH-LAX,,7:56 a.m.,,9:09 a.m.
926,flightarrival,UA-382-IAD-LAX,,12:56 p.m.,,3:20 p.m.
927,flightarrival,CO-50-CLE-EWR,,4:02 p.m.,,5:09 p.m.
936,flightarrival,UA-938-DEN-ORD,,4:37 p.m.,,7:26 p.m.
939,flightarrival,UA-2515-DFW-CLT,,7:31 a.m.,,10:45 a.m.
951,flightarrival,UA-2704-DTW-PHX,,11:47 a.m.,,2:02 p.m.
953,flightarrival,UA-1500-IAH-GUA,,9:43 a.m.,,12:10 p.m.
954,flightarrival,CO-1561-PHX-IAH,,8:18 a.m.,,11:26 a.m.
961,flightarrival,UA-854-SFO-IAH,,8:07 a.m.,,1:27 p.m.
965,flightarrival,CO-1088-CLE-IAH,,9:01 a.m.,,10:47 a.m.
983,flightwise,CO-47-IAH-LAX,7:27 p.m.,7:27 p.m.,8:46 p.m.,8:46 p.m.
1085,foxbusiness,CO-52-IAH-LAX,,7:56 a.m.,,9:09 a.m.
1094,foxbusiness,UA-2314-ATL-PHL,,3:04 p.m.,,5:00 p.m.
1105,foxbusiness,AA-4344-ORD-DTW,,12:14 p.m.,,2:01 p.m.
1109,foxbusiness,CO-47-IAH-LAX,,8:36 p.m.,,9:38 p.m.
1121,foxbusiness,AA-1007-MIA-PHX,,5:09 p.m.,,7:53 p.m.
1126,foxbusiness,UA-2515-DFW-CLT,,7:31 a.m.,,10:45 a.m.
1144,foxbusiness,UA-2704-DTW-PHX,,11:47 a.m.,,2:02 p.m.
1145,foxbusiness,AA-3063-SLC-LAX,,8:40 p.m.,,9:11 p.m.
1146,foxbusiness,UA-2708-EWR-CLT,,3:04 p.m.,,4:24 p.m.
1148,foxbusiness,UA-1500-IAH-GUA,,9:43 a.m.,,12:12 p.m.
1173,usatoday,CO-1586-IAH-MCO,,7:42 p.m.,,10:23 p.m.
1176,usatoday,UA-414-LAX-SFO,,6:10 a.m.,,7:10 a.m.
1177,usatoday,UA-3515-IAD-MSP,,8:26 a.m.,,9:54 a.m.
1180,usatoday,CO-63-EWR-IAH,,5:38 p.m.,,7:55 p.m.
1187,usatoday,UA-382-IAD-LAX,,12:56 p.m.,,3:20 p.m.
1194,usatoday,UA-843-LAX-ORD,,2:38 p.m.,,7:53 p.m.
1203,usatoday,CO-1250-MIA-IAH,,3:17 p.m.,,4:55 p.m.
1204,usatoday,UA-6273-YYC-SFO,,7:41 a.m.,,8:41 a.m.
1207,usatoday,UA-2704-DTW-PHX,,11:47 a.m.,,2:02 p.m.
1208,usatoday,UA-2708-EWR-CLT,,3:04 p.m.,,4:24 p.m.
1209,usatoday,UA-1500-IAH-GUA,,9:43 a.m.,,12:10 p.m.
1227,myrateplan,UA-397-JFK-SFO,,8:48 a.m.,,11:30 a.m.
1228,myrateplan,UA-3925-IAD-ORF,,9:00 a.m.,,9:29 a.m.
1229,myrateplan,AA-1733-ORD-PHX,,7:59 p.m.,,10:31 p.m.
1230,myrateplan,UA-2830-MCO-CLT,,3:50 p.m.,,5:14 p.m.
1232,myrateplan,AA-1544-SAN-ORD,,11:41 a.m.,,4:54 p.m.
1233,myrateplan,UA-5487-SFO-MRY,,10:53 a.m.,,11:11 a.m.
1234,myrateplan,AA-204-LAX-MCO,,11:29 p.m.,,12/2/11 6:35 a.m.
1235,myrateplan,UA-414-LAX-SFO,,6:10 a.m.,,7:04 a.m.
1237,myrateplan,UA-2726-FLL-PHL,,4:10 p.m.,,6:25 p.m.
1240,myrateplan,AA-616-DFW-DTW,,10:11 a.m.,,1:11 p.m.
1244,myrateplan,AA-1886-BOS-MIA,,10:54 a.m.,,1:36 p.m.
1247,myrateplan,UA-2314-ATL-PHL,,3:04 p.m.,,4:43 p.m.
1248,myrateplan,AA-446-DFW-PHL,,12:13 p.m.,,4:08 p.m.
1250,myrateplan,AA-466-IAH-MIA,,6:09 a.m.,,8:50 a.m.
1251,myrateplan,UA-3050-PHX-CLT,,11:45 a.m.,,5:00 p.m.
1254,myrateplan,AA-1664-MIA-ATL,,10:19 a.m.,,11:50 a.m.
1255,myrateplan,AA-1279-DFW-PHX,,2:03 p.m.,,3:13 p.m.
1256,myrateplan,UA-854-SFO-IAH,,8:07 a.m.,,1:23 p.m.
1257,myrateplan,UA-382-IAD-LAX,,12:56 p.m.,,3:09 p.m.
1258,myrateplan,AA-4344-ORD-DTW,,12:14 p.m.,,1:55 p.m.
1259,myrateplan,UA-257-JFK-SFO,,2:43 p.m.,,5:22 p.m.
1260,myrateplan,UA-2945-PHL-CLT,,12:07 p.m.,,1:11 p.m.
1263,myrateplan,AA-2050-ORD-MIA,,11:06 a.m.,,2:39 p.m.
1264,myrateplan,UA-248-PHX-ORD,,1:43 p.m.,,5:24 p.m.
1266,myrateplan,AA-1434-DFW-MCO,,7:22 a.m.,,10:34 a.m.
1268,myrateplan,AA-4307-ORD-DTW,,6:56 p.m.,,8:38 p.m.
1269,myrateplan,AA-3-JFK-LAX,,12:12 p.m.,,3:04 p.m.
1271,myrateplan,UA-843-LAX-ORD,,2:04 p.m.,,7:20 p.m.
1273,myrateplan,AA-3842-MSP-ORD,,6:57 a.m.,,7:49 a.m.
1274,myrateplan,AA-643-MIA-ORD,,7:31 a.m.,,9:26 a.m.
1275,myrateplan,AA-1007-MIA-PHX,,5:09 p.m.,,7:43 p.m.
1277,myrateplan,UA-2906-PHL-MCO,,4:44 p.m.,,6:28 p.m.
1278,myrateplan,UA-938-DEN-ORD,,4:37 p.m.,,7:23 p.m.
1281,myrateplan,UA-2515-DFW-CLT,,7:30 a.m.,,10:43 a.m.
1282,myrateplan,AA-400-DFW-JFK,,11:02 a.m.,,2:58 p.m.
1283,myrateplan,UA-664-ORD-PHL,,1:48 p.m.,,4:20 p.m.
1286,myrateplan,AA-1522-SFO-ORD,,12:11 a.m.,,5:52 a.m.
1287,myrateplan,UA-233-LAX-JFK,,4:28 p.m.,,12/2/11 12:01 a.m.
1288,myrateplan,AA-3823-LAX-DEN,,9:06 p.m.,,11:49 p.m.
1289,myrateplan,AA-2312-DFW-DTW,,8:29 p.m.,,11:35 p.m.
1290,myrateplan,AA-1165-JFK-MIA,,7:23 a.m.,,9:45 a.m.
1291,myrateplan,AA-431-MIA-SFO,,8:52 a.m.,,11:33 a.m.
1293,myrateplan,AA-649-ORD-SNA,,1:41 p.m.,,3:29 p.m.
1295,myrateplan,UA-6273-YYC-SFO,,7:41 a.m.,,8:33 a.m.
1297,myrateplan,CO-4888-IAH-DAL,,5:38 p.m.,,6:19 p.m.
1298,myrateplan,UA-858-PVG-SFO,,1:50 p.m. (+8:00),,7:50 a.m.
1299,myrateplan,UA-2704-DTW-PHX,,11:47 a.m.,,1:52 p.m.
1300,myrateplan,AA-3063-SLC-LAX,,8:40 p.m.,,9:12 p.m.
1301,myrateplan,UA-2708-EWR-CLT,,3:04 p.m.,,4:22 p.m.
1305,myrateplan,AA-1917-JFK-MCO,,3:28 p.m.,,5:39 p.m.
1307,myrateplan,AA-4277-CVG-JFK,,12:11 p.m.,,1:42 p.m.
1310,myrateplan,AA-789-ORD-DEN,,1:20 p.m.,,2:49 p.m.
1311,myrateplan,AA-415-BOS-ORD,,8:55 a.m.,,10:12 a.m.
1312,myrateplan,AA-85-JFK-SFO,,3:38 p.m.,,6:30 p.m.
1318,myrateplan,AA-4198-ORD-CLE,,10:55 a.m.,,12:37 p.m.
1319,myrateplan,AA-404-MIA-MCO,,6:58 a.m.,,7:37 a.m.
1321,myrateplan,AA-3809-PHX-LAX,,6:11 a.m.,,6:15 a.m.
1322,myrateplan,AA-59-JFK-SFO,,7:40 a.m.,,10:52 a.m.
1323,myrateplan,AA-222-LAX-BOS,,7:32 a.m.,,3:12 p.m.
1324,orbitz,AA-3859-IAH-ORD,7:10aDec 1,7:02aDec 1,9:40aDec 1,9:32aDec 1
1326,orbitz,AA-518-MIA-JFK,6:40aDec 1,6:40aDec 1,9:25aDec 1,9:28aDec 1
1327,orbitz,UA-397-JFK-SFO,8:19aDec 1,8:48aDec 1,11:55aDec 1,11:58aDec 1
1328,orbitz,UA-3925-IAD-ORF,8:41aDec 1,,9:54aDec 1,
1333,orbitz,UA-5487-SFO-MRY,10:39aDec 1,,11:19aDec 1,
1335,orbitz,UA-414-LAX-SFO,6:14aDec 1,6:09aDec 1,7:23aDec 1,7:17aDec 1
